Did you do something to my eyes? I can't seem to take them off you. ,"I'm not a photographer, but I can definitely picture us together. ","If I were a proton, I’d be attracted to you like a positively charged particle to a negatively charged particle.",I would really like to bisect your angle.,"I was wondering if you'd like to go back to My-Space, so I can Twitter with your Yahoo, until I Google all over your Facebook?",I want to fall asleep with you and wake up to the smell of coffee and breakfast.,"Knock, Knock! Who’s there? Pasta! Pasta La Vista Baby!",Can I borrow a kiss? I promise I'll give it back.
Are you an electrician? Because you're lighting up my day. ,Did you do something to my eyes? I can't seem to take them off you. ,"If we were entangled particles, our paths would cross and never diverge.","I'd like to be your math tutor for the night; add a bed, subtract your clothes, divide your legs and multiply!",I wish to uncompress you over *all* my disk space.,I want to fall asleep with you in my arms and wake up to your beautiful smile.,"Knock, knock! Who’s there? Police. Police who? Police, it’s cold out here.",Can I borrow a quarter? I want to call my mom and tell her I just met the woman of my dreams.
"I'm not drunk, I'm just intoxicated by you. ",Are you an electrician? Because you're lighting up my day. ,"If we were in a quantum tunneling event, I’d gladly pass through any potential barrier to be with you.","I'd like to instantiate your objects, and access their member variables","I wish you were Broadband, so I could get high-speed access.",I want to nap with you like there's no tomorrow.,"Knock, Knock! Who’s there? Waiter ! Waiter who ? Waiter I get my hands on you !","Can I borrow your cell phone? I need to call animal control, because I just saw a fox!"
"Do you have a sunburn, or are you just always this hot?","I'm not drunk, I'm just intoxicated by you. ","If we were mathematically inclined, I’d be the yin to your yang.",I'd like to plug my solution into your equation.,I wish you were DSL so I could get high speed access.,"If napping were a sport, I'd be a gold medalist - and you'd be my prize.","Knock, knock! Who's there? Dream. Dream Who? You having a sweet dream tonight.",Can I buy you a drink or do you just want the money?
"I'm not an organ donor, but I'm ready to give you my heart. ","Do you have a sunburn, or are you just always this hot?","If you were a particle accelerator, I’d be happy to be your proton.","I'll be the one over your cosx an baby, we can have secx!",I would love to stick my pins into your sockets.,"If you were a nap, I'd never want to wake up.","Knock, Knock! Who's there? Oman. Oman who? Oman, you are cute!",Can I copy your dance moves?
Anyone who says Disneyland is the happiest place on earth has clearly never stood next to you. ,"I'm not an organ donor, but I'm ready to give you my heart. ","If you were a particle, you’d be a photon, because you’re always traveling at the speed of light.",i'll take you to the limit as X approaches infinity.,"I'd ask if you come here often, but I already stalk you on FourSquare.","I'll bring the snacks and you bring the laughter, and we'll have a sleepover we'll never forget.","Knock, knock. Who’s there? Algo. Algo who? Algo anywhere with you.",Can I follow you home? Because my parents always told me to follow my dreams.
"I'd say God bless you, but it looks like he already has.  ",Anyone who says Disneyland is the happiest place on earth has clearly never stood next to you. ,"If you were an electric field, I would be an electron, so I could be in your flux all the time.",I'll take you to your limit if you show me your end behavior.,I'd get a T3 to watch your streaming video.,"I'm a big fan of naps, but I'd rather have one with you.","Knock, knock. Who’s there? Ben. Ben who? Ben over and kiss me!",Can I have directions? [To where?] To your heart.
Are you a charger? Because I'm dying without you.Woman's Day,"I'd say God bless you, but it looks like he already has.  ",I’m attracted to you like an electron to a proton.,"I'm good at math... let's add a bed, subtract our clothes, divide your legs, and multiply!",I'd like to play on your laptop.,"I'm not a morning person, but I'd wake up early just to see you.","Knock, knock. Who’s there? Johann. Johann who? Johann a beautiful smile!",Can I have your picture so I can show Santa what I want for Christmas?
"If you let me borrow a kiss, I promise I'll give it right back.",Are you a charger? Because I'm dying without you.Woman's Day,I’m attracted to you like the Earth is attracted to the Sun – with a large force inversely proportional to the distance squared.,"I'm like pi baby, I'm really long and I go on forever.",I'd switch to a Iphone for you.,I'm wide awake just thinking about you.,"Knock, Knock. Who’s there? Needle! Needle who? Needle a little love right now.",Can I take your picture to prove to all my friends that angels do exist?
"I've been told I'm good with numbers, how about you give me yours so I can prove it? ","If you let me borrow a kiss, I promise I'll give it right back.",I’m hung like a Foucault pendulum.,"i'm not being obtuse, but you're acute girl.",I'd switch to emacs for you.,Let's cuddle until we fall asleep and see where our dreams take us.,"Knock, knock. Who’s there? Who’s there? Mayer. Mayer who? Mayer days be filled with laughter and love.",Can I tie your shoe? Because I can't have you fall for anyone else.
You're so sweet you're giving me a toothache. ,"I've been told I'm good with numbers, how about you give me yours so I can prove it? ","I’m like a cosmic microwave background, always radiating love towards you.",I'm overheating because you're stuck in my head like an infinite loop.,I'll always have cache for you.,Let's have a sleepover and make some unforgettable memories together.,"Knock knock Who’s there? Uno! Uno who? Uno I love you, right?",Can you kiss me on the cheek so I can at least say a cute girl kissed me tonight?
"I'm sorry, were you talking to me? (They say no). Well, would you like to? ",You're so sweet you're giving me a toothache. ,"In my bed, it’s perpetual motion all night long, baby.","I'm relativistic: the faster I go, the longer I last.",I'll bet my hard drive is the biggest you've ever seen.,"Let's spend the night together, just talking, laughing, and enjoying each other's company.","Knock, knock. Who’s there?Olive who? Olive you, and I can’t wait to get to know you better.",Can you pull this heart-shaped arrow out of my butt? A damn little kid with wings shot me.
"I can see that you're gorgeous, but what else should I know about you? ","I'm sorry, were you talking to me? (They say no). Well, would you like to? ",Let’s couple our equations tonight.,"I'm sine and you're cosine, wanna make like a tangent?","I'll have to try again tomorrow, because you've already exceeded my bandwidth.","Let's stay up all night talking, since we can't sleep anyway.",Knock knock Who’s there? Anime! Anime who? You got an anime-zing body.,"Can you take me to the bakery? Because, I want a Cutiepie like you!"
Are you as beautiful on the inside as you are on the outside? ,"I can see that you're gorgeous, but what else should I know about you? ",Let’s head to my lab so I can prove that Big Bang isn’t just a theory.,I've been secant you for a long time,I'm definitely in the range of your hotspot. How about you let me connect and get full access.,Let's take a nap together and forget about the world for a while.,"Knock, knock. Who’s there?Sherwood who? Sherwood likes to be your knight in shining armor.",Can you take me to the doctor? Because I just broke my leg falling for you.
